CUS_CUST_ID,semana,processo,cdu,solucao,qtd
154804479,S3_31Mar-06Abr,Emision de Nota Fiscal,Temporal,Temporal - Declaração de Conteúdo Eletrônica (DCe) para sellers,2
154804479,S3_31Mar-06Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - Excluimos,2
154804479,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Tiene problemas con la etiqueta de su envío,Etiqueta não disponível: aguardar liberação da NF,2
154804479,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Bugs,Dudas etiquetas: Cómo imprimir y usar,1
154804479,S3_31Mar-06Abr,Emision de Nota Fiscal,Restricción fiscal,Facturador: General - Pedimos datos,1
154804479,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Bugs,(sem solucao),1
154804479,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Tiene problemas con la etiqueta de su envío,Etiqueta indisponível: precisa cadastrar dados fiscais,1
154804479,S3_31Mar-06Abr,Reputación ME,HT - Informativas,Reputación ME Informativas: Todo sobre el destaque de publicaciones,1
154804479,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Bugs,General Bugs - Consulta BM,1
154804479,S3_31Mar-06Abr,Reputación ME,HT - Colecta,Reputación ME Colecta XD: colecta pendiente,1
154804479,S3_31Mar-06Abr,Gestión de Publicación,Configuración y funcionalidades,Colaboradores - Configuración y funcionalidades,1
154804479,S4_07-13Abr,Reputación ME,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),19
154804479,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Vendedor newbie - Excluimos,15
154804479,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - Excluimos,15
154804479,S4_07-13Abr,Reputación ME,Generales,Pedido de datos - Solicitamos datos para gestión,13
154804479,S4_07-13Abr,Reputación ME,HT - Colecta,Reputación ME Colecta XD: colecta pendiente,13
154804479,S4_07-13Abr,Reputación,Generales,Pedido de datos - Solicitamos datos para gestión,8
154804479,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Envío no afecta al HT,6
154804479,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - No excluimos,6
154804479,S4_07-13Abr,Emision de Nota Fiscal,Temporal,Temporal - Declaração de Conteúdo Eletrônica (DCe) para sellers,6
154804479,S4_07-13Abr,Despacho Ventas y Publicaciones,Generales,Pedido de datos - Solicitamos datos para gestión,5
154804479,S4_07-13Abr,Emision de Nota Fiscal,Restricción fiscal,Facturador: General - Pedimos datos,4
154804479,S4_07-13Abr,Despacho Ventas y Publicaciones,Bugs,General Bugs - Consultamos por posible inestabilidad,3
154804479,S4_07-13Abr,Reputación ME,Generales,第三方联系 - 告知需通过原账户联系客服,3
154804479,S4_07-13Abr,Gestión de Publicación,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),3
154804479,S4_07-13Abr,Despacho Ventas y Publicaciones,Bugs,(sem solucao),1
154804479,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Usuario fraudulento - No excluimos,1
154804479,S4_07-13Abr,Despacho Ventas y Publicaciones,Bugs,Dudas etiquetas: Cómo imprimir y usar,1
154804479,S4_07-13Abr,Reputación ME,HT - Informativas,Reputación ME Informativas: Cómo mejorar la reputación HT,1
154804479,S4_07-13Abr,PR - Artículos prohibidos,Rollback,Artículo Prohibido - Rollback (reactivamos publicación),1
154804479,S4_07-13Abr,Reputación ME,Bugs,General Bugs - Análisis de bug en curso,1
154804479,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Flex - Excluimos,1
154804479,S4_07-13Abr,Despacho Ventas y Publicaciones,Tiene problemas con la etiqueta de su envío,Etiqueta no vencida: regeneramos,1
154804479,S4_07-13Abr,Reputación,Reclamos,"Reputación - Alto volumen de contacto, debe solicitar revisión de ventas",1
154804479,S4_07-13Abr,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,1
154804479,S5_14-16Abr,Reputación ME,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),4
154804479,S5_14-16Abr,Reputación ME,Generales,第三方联系 - 告知需通过原账户联系客服,2
154804479,S5_14-16Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Envío no afecta al HT,2
154804479,S5_14-16Abr,Reputación ME,Generales,Pedido de datos - Solicitamos datos para gestión,2
154804479,S5_14-16Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Vendedor newbie - Excluimos,2
154804479,S5_14-16Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - No excluimos,2
154804479,S5_14-16Abr,Reputación ME,HT - Colecta,Reputación ME Colecta XD: colecta pendiente,2
154804479,S5_14-16Abr,Reputación ME,Bugs,General Bugs - Análisis de bug en curso,1
154804479,S5_14-16Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Flex - Excluimos,1
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),11
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Dentro de la promesa de entrega (V),9
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Devoluciones,"Devoluciones - Recibió devolución fallida, guiamos a cómo reclamar",7
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - nueva fecha limite (V),6
329519362,Pre_01-16Mar,Reversa,Quiere consultar por una devolución en camino,Devolución demorada: indicamos fecha limit,4
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones: Dudas Reversa: Número de devolución -  Debe esperar a que se genere (V),3
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - No sabe cómo funciona  / tiene dudas con el envío (V),2
329519362,Pre_01-16Mar,Reversa,Quiere consultar por una devolución en camino,Devolución demorada: cubrimos al vendedor,2
329519362,Pre_01-16Mar,Reversa,Quiere consultar por una devolución en camino,Devolución: extraviado / robado,1
329519362,Pre_01-16Mar,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,1
329519362,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos revisión de la mediación,1
329519362,Pre_01-16Mar,Reversa,Quiere reclamar por un producto ya devuelto,Devolución entregada: cubrimos al vendedor,1
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Dentro de la promesa de entrega (V),4
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Fuera de plazo de reclamo (V),2
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Devoluciones,"Devoluciones - no recibió el paquete, puede iniciar mediación",2
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Devoluciones,"Devoluciones - Recibió devolución fallida, guiamos a cómo reclamar",2
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),1
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - nueva fecha limite (V),1
329519362,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - No sabe cómo funciona  / tiene dudas con el envío (V),1
329519362,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Dentro de la promesa de entrega (V),9
329519362,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - No sabe cómo funciona  / tiene dudas con el envío (V),1
329519362,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Sin ruta asignada aún,1
329519362,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Fuera de plazo de reclamo (V),1
329519362,S2_24-30Mar,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,1
329519362,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Dentro de la promesa de entrega (V),5
329519362,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - No sabe cómo funciona  / tiene dudas con el envío (V),3
329519362,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Devoluciones,"Devoluciones - no recibió el paquete, puede iniciar mediación",2
329519362,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),1
329519362,S3_31Mar-06Abr,Reversa,Quiere consultar por una devolución en camino,Devolución demorada: cubrimos al vendedor,1
329519362,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos datos para comprobar el daño en la devolución,1
329519362,S3_31Mar-06Abr,PR - Técnica prohibida,Rollback,Técnica prohibida - Rollback (reactivamos publicación),1
329519362,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - nueva fecha limite (V),1
329519362,S3_31Mar-06Abr,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,1
329519362,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Dentro de la promesa de entrega (V),4
329519362,S4_07-13Abr,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,4
329519362,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - nueva fecha limite (V),2
329519362,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Devoluciones,"Devoluciones - no recibió el paquete, puede iniciar mediación",2
329519362,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Fuera de plazo de reclamo (V),1
329519362,S5_14-16Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - Dentro de la promesa de entrega (V),1
329519362,S5_14-16Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - No sabe cómo funciona  / tiene dudas con el envío (V),1
329519362,S5_14-16Abr,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos revisión de la mediación,1
329519362,S5_14-16Abr,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,1
329519362,S5_14-16Abr,Post Compra Funcionalidades Vendedor,Devoluciones,Devoluciones - nueva fecha limite (V),1
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,33
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Bugs,(sem solucao),6
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: recobro incorrecto - bonificamos,4
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: No cambiamos medidas,2
365800715,Pre_01-16Mar,Asignación del Contáctanos OUV Cap,Cerrados SR,(sem solucao),1
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Tiene dudas generales sobre el despacho,Reglas ME: dimensiones máximas permitidas,1
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: pedimos dimensiones del producto,1
365800715,Pre_01-16Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - Excluimos,1
365800715,Pre_01-16Mar,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,1
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío: no aplica a bonificación,1
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío: cómo se calcula y condiciones de envío gratis,1
365800715,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envio a cargo del V: indicamos cómo cargar dimensiones,1
365800715,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,16
365800715,S1_17-23Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - Excluimos,5
365800715,S1_17-23Mar,Despacho Ventas y Publicaciones,Análisis masivo de ventas,Gestión masiva - Derivamos a offline,1
365800715,S1_17-23Mar,Despacho Ventas y Publicaciones,Bugs,Gestión Manual - Problema Resuelto,1
365800715,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío V: Consulta por dimensión,1
365800715,S1_17-23Mar,Despacho Ventas y Publicaciones,Bugs,(sem solucao),1
365800715,S1_17-23Mar,Reputación,Consultas informativas de Reputación,Experiencia de compra - Status de la publicación,1
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,21
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),2
365800715,S2_24-30Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - Excluimos,1
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío V: Consulta por dimensión,1
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: No cambiamos medidas,1
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío: cálculo por unidad (V),1
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío: no aplica a bonificación,1
365800715,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envio pelo V: categorias especiais,1
365800715,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,16
365800715,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: recobro incorrecto - bonificamos,1
365800715,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envio a cargo del V: indicamos cómo cargar dimensiones,1
365800715,S4_07-13Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - No excluimos,1
365800715,S5_14-16Abr,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Places - Excluimos,1
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: pedimos dimensiones del producto,9
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,4
385406637,Pre_01-16Mar,Reputación ME,Generales,Pedido de datos - Solicitamos datos para gestión,4
385406637,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Mediación abierta,No puede enviar mensajes - Reclamo / Mediación abierta (V),3
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Análisis masivo de ventas,Gestión masiva - Derivamos a offline,3
385406637,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),3
385406637,Pre_01-16Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Cross Docking - Excluimos,2
385406637,Pre_01-16Mar,Reputación ME,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),2
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envio a cargo del V: indicamos cómo cargar dimensiones,2
385406637,Pre_01-16Mar,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,1
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Problemas para despachar: quiere consultar con el comprador (V),1
385406637,Pre_01-16Mar,Reputación ME,HT - Colecta,Reputación ME Colecta XD: colecta pendiente,1
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Bugs,(sem solucao),1
385406637,Pre_01-16Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío: cómo funciona (V),1
385406637,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos revisión de la mediación,1
385406637,Pre_01-16Mar,Gestión de Publicación,Gestión de venta,Gestión de ventas - Consultar detalle y estado de la venta,1
385406637,Pre_01-16Mar,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación por producto diferente y mantenemos impacto,1
385406637,Pre_01-16Mar,Gestión de Publicación,Modificar,"Modificar - Modificar características principales, secundarias de la publicación o compatibilidad",1
385406637,Pre_01-16Mar,Post Compra Funcionalidades Vendedor,Verdi MED,Mediación abierta con IA - Vendedor desea más fotos o evidencias,1
385406637,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Costos de devolución,Costos - Costo de devolución cobrado al vendedor,5
385406637,S1_17-23Mar,Reputación ME,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),4
385406637,S1_17-23Mar,Gestiones Operativas,Bugs,Gestión logística: negamos solicitud,3
385406637,S1_17-23Mar,Potenciar Ventas,Bugs,Pedido de datos - Solicitamos datos para gestión,3
385406637,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,3
385406637,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envio a cargo del V: indicamos cómo cargar dimensiones,3
385406637,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Vendedor Riesgo Alto o CO excedido,2
385406637,S1_17-23Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Problemas para despachar: cambiamos medidas,1
385406637,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: No cambiamos medidas,1
385406637,S1_17-23Mar,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación por producto incompatible y mantenemos impacto,1
385406637,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío: cómo se calcula y condiciones de envío gratis,1
385406637,S1_17-23Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Flex - Excluimos,1
385406637,S1_17-23Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Envío no afecta al HT,1
385406637,S1_17-23Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Flex - No excluimos,1
385406637,S1_17-23Mar,Reputación,Generales,Pedido de datos - Solicitamos datos para gestión,1
385406637,S1_17-23Mar,Reversa,Quiere reclamar por un producto ya devuelto,Devolución entregada: cubrimos al vendedor,1
385406637,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Costos de devolución,Costos - Costo de devolución cobrado al vendedor,4
385406637,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,3
385406637,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Error en la mediación/Consultas ARC,Error en la mediación - Derivamos a MED,2
385406637,S2_24-30Mar,Gestión de Publicación,Modificar,"Modificar - Modificar características principales, secundarias de la publicación o compatibilidad",2
385406637,S2_24-30Mar,Potenciar Ventas,Bugs,Pedido de datos - Solicitamos datos para gestión,2
385406637,S2_24-30Mar,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos revisión de la mediación,2
385406637,S2_24-30Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Logística Cross Docking - No excluimos,2
385406637,S2_24-30Mar,Gestiones Operativas,Bugs,Gestión logística: negamos solicitud,1
385406637,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Generales,Pedido de datos - Solicitamos datos para gestión,3
385406637,S3_31Mar-06Abr,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,2
385406637,S3_31Mar-06Abr,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación porque vendedor no ofrece soporte y mantenemos impacto,1
385406637,S3_31Mar-06Abr,Potenciar Ventas,Bugs,(sem solucao),1
385406637,S3_31Mar-06Abr,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos revisión de la mediación,1
385406637,S3_31Mar-06Abr,Antes de publicar,Publicar,Publicar - Cómo publicar un producto,1
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío V: Consulta por dimensión,4
385406637,S4_07-13Abr,Reversa,Quiere reclamar por un producto ya devuelto,Devolución entregada: pasaron 3 días hábiles - no cubrimos,3
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Problemas para despachar: quiere consultar con el comprador (V),3
385406637,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Pedimos revisión de la mediación,2
385406637,S4_07-13Abr,Reversa,Generales,Pedido de datos - Solicitamos datos para gestión,2
385406637,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Bugs,Pedido de datos - Solicitamos datos para gestión,2
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: No cambiamos medidas,1
385406637,S4_07-13Abr,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,1
385406637,S4_07-13Abr,Post Compra Funcionalidades Vendedor,Error en la mediación/Consultas ARC,Error en la mediación - Derivamos a MED,1
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: cambiamos medidas,1
385406637,S4_07-13Abr,Viaje del paquete - Vendedor,Tiene dudas sobre el estado del envio,Envío en camino - está demorado (V),1
385406637,S4_07-13Abr,Reputación,Cancelaciones,Analizamos reputación - Cancelación afecta la reputación y excluimos,1
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Problemas para despachar: diferencia entre etiqueta y producto,1
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envio a cargo del V: indicamos cómo cargar dimensiones,1
385406637,S4_07-13Abr,Despacho Ventas y Publicaciones,Tiene dudas generales sobre el despacho,Reglas ME: dimensiones máximas permitidas,1
385406637,S5_14-16Abr,Viaje del paquete - Vendedor,Generales,Pedido de datos - Solicitamos datos para gestión,3
385406637,S5_14-16Abr,Viaje del paquete - Vendedor,Tiene dudas sobre el estado del envio,Envío en camino - está demorado (V),1
456794404,Pre_01-16Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Reactivar ME: No reactivamos - indicamos motivo,12
456794404,Pre_01-16Mar,Despacho Ventas y Publicaciones,Cancelaciones,Cancelado Fraudulento: Auto oferta (V),6
456794404,Pre_01-16Mar,Despacho Ventas y Publicaciones,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),4
456794404,Pre_01-16Mar,Reputación ME,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),3
456794404,Pre_01-16Mar,Despacho Ventas y Publicaciones,Generales,Consulta derivada - Pendiente de respuesta por equipo responsable,1
456794404,Pre_01-16Mar,Reputación ME,HT - Ventas,Reputación ME Ventas: Vendedor newbie - Excluimos,1
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Reactivar ME: No reactivamos - indicamos motivo,12
456794404,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Bugs,Costos -  No cobramos costo de envío en esta devolución,10
456794404,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),9
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Generales,Pedido de datos - Solicitamos datos para gestión,9
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Activar ME: Cómo activar el servicio en sus publicaciones,5
456794404,S1_17-23Mar,Reversa,Quiere reclamar por un producto ya devuelto,Devolución entregada: cubrimos al vendedor,5
456794404,S1_17-23Mar,Viaje del paquete - Vendedor,Tiene dudas sobre el estado del envio,Envío cancelado - informamos motivo al vendedor,5
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Generales,Consulta derivada - Pendiente de respuesta por equipo responsable,4
456794404,S1_17-23Mar,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,3
456794404,S1_17-23Mar,Gestión de Publicación,Generales,Pedido de datos - Solicitamos datos para gestión,3
456794404,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Generales,Pedido de datos - Solicitamos datos para gestión,2
456794404,S1_17-23Mar,Reversa,Bugs,Devolución entregada: tenemos remito de entrega - no cubrimos,2
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Envío a cargo del V: Costo fue pagado por el C,1
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Producto peligroso: consultamos con Hazmat,1
456794404,S1_17-23Mar,Post Compra Funcionalidades Vendedor,Mediación cerrada,Mediación cerrada - Producto dañado o tiene mismo daño que reportó el C,1
456794404,S1_17-23Mar,Despacho Ventas y Publicaciones,Cancelaciones,Cancelado Fraudulento: Auto oferta (V),1
456794404,S1_17-23Mar,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,1
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Reactivar ME: No reactivamos - indicamos motivo,19
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Generales,Pedido de datos - Solicitamos datos para gestión,17
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),10
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Bugs,Gestión Manual - Problema Resuelto,4
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Reclama por el costo de envío,Costo de envío V: Consulta por dimensión,3
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Generales,Consulta derivada - Pendiente de respuesta por equipo responsable,3
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Producto peligroso: respuesta de Hazmat,2
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Activar ME: Servicio no disponible por categoría,2
456794404,S2_24-30Mar,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Producto peligroso: consultamos con Hazmat,1
456794404,S2_24-30Mar,PR - Propiedad intelectual,Fakes,Propiedad intelectual - Factura inválida,1
456794404,S2_24-30Mar,PR - Propiedad intelectual,Fakes,Propiedad intelectual - Factura Adulterada,1
456794404,S2_24-30Mar,Reversa,Quiere consultar por una devolución en camino,En devolución: dentro de la promesa de entrega,1
456794404,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Activar ME: Servicio no disponible por categoría,2
456794404,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Reactivar ME: No reactivamos - indicamos motivo,1
456794404,S3_31Mar-06Abr,Despacho Ventas y Publicaciones,Generales,Pedido de datos - Solicitamos datos para gestión,1
456794404,S4_07-13Abr,Despacho Ventas y Publicaciones,Generales,Pedido de datos - Solicitamos datos para gestión,19
456794404,S4_07-13Abr,Despacho Ventas y Publicaciones,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),4
456794404,S4_07-13Abr,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Activar ME: Servicio no disponible por categoría,1
456794404,S4_07-13Abr,Reputación,Reclamos,Analizamos reputación - Reclamo afecta la reputación y excluimos,1
456794404,S4_07-13Abr,Despacho Ventas y Publicaciones,Problemas para despachar un paquete/producto,Reactivar ME: No reactivamos - indicamos motivo,1
456794404,S4_07-13Abr,PR - Propiedad intelectual,Bugs,General Bugs - Pedido de datos por posible error (OFFLINE),1
456794404,S4_07-13Abr,PR - Propiedad intelectual,Fakes,Propiedad intelectual - Factura inválida,1
